puma22,Num Eligible,Num Ineligible
2800600,37217,33907
2800700,26186,16351
2800800,26609,14742
2800900,19853,30240
2801001,25181,22692
2801101,41180,30789
2801300,24718,44232
2801400,21992,18222
2801500,24971,17408
2801600,38448,27599
2801700,26221,19257
2801800,34529,35508
2801900,26343,29174
2802001,19261,21524
2802002,19082,21356
2802100,26306,30678
2900100,18311,24163
2900200,19940,24077
2900300,18266,24945
2900400,20806,35079
2900501,24005,38355
2900601,21471,36353
2900700,21373,27990
2900800,20412,34754
2900901,8979,34688
2900902,21430,34618
2901000,13223,30996
2901101,39538,45111
2901102,24445,32949
2901103,16046,38503
2901104,9437,33001
2901105,25682,38134
2901200,13351,34722
2901300,26116,24751
2901400,23397,21322
2901500,16997,19501
2901600,23997,26411
2901700,20806,29576
2901801,6590,39327
2901802,13307,44306
2901803,13342,40998
2901901,27115,22888
2901902,15773,33587
2901903,35609,33618
2901904,9422,35078
2901905,10331,32624
2901906,9904,37744
2901907,18110,48820
2901908,8361,32801
2902001,33735,23393
2902002,33259,50246
2902101,14011,30131
2902102,13921,30743
2902200,24055,24398
2902300,23895,23695
2902400,23812,19523
2902500,24606,20221
2902600,24876,18676
2902701,23319,41241
2902702,28863,26184
2902703,20849,37296
2902800,28426,27792
2902900,31959,37686
3000100,23264,32932
3000200,30303,40801
3000300,20108,29946
3000400,18046,32376
3000500,26530,36954
3000600,21611,31483
3000700,22466,35038
3000800,20389,26517
3100100,19429,23567
3100200,25658,45453
3100300,16537,27585
3100400,17019,25360
3100500,16570,30460
3100600,19970,36417
3100701,14367,27637
3100702,17689,54733
3100801,31284,40133
3100802,16183,43817
3100901,21760,59329
3100902,19778,44717
3100903,24013,20648
3100904,21129,24737
3200101,20429,41621
3200102,37329,44518
3200103,17402,36691
3200200,30115,39896
3200300,28565,40500
3200401,17990,33782
3200402,26619,22560
3200403,35832,32724
3200404,21640,38881
3200405,26612,40961
3200406,32182,21574
3200407,33705,13105
3200408,32362,23716
3200409,43256,23592
3200410,18692,25299
3200411,23620,32003
3200412,28311,37532
3200413,16344,29743
3200414,18001,32879
3200415,22235,48417
3300100,24265,41055
3300201,20701,35230
3300301,17768,42232
3300401,17005,28439
3300501,14446,26555
3300601,17450,30606
3300602,10759,31050
3300603,12092,32673
3300701,14755,47029
3300801,20305,63211
3400101,27270,33266
3400102,17803,28442
3400301,15775,26335
3400302,14546,33059
3400303,20388,34858
3400304,17692,28111
3400305,10202,34721
3400306,6595,31475
3400307,11744,28700
3400308,5572,31991
3400501,27933,18160
3400502,13231,26732
3400503,40289,11545
3400504,9941,30002
3400601,24944,46120
3400602,28514,19289
3400603,22810,37878
3400604,29921,30053
3400605,23284,29072
3400800,9968,41136
3400901,15441,38749
3400902,11318,32221
3400903,12837,27053
3400904,11563,29294
3400905,13672,26423
3400906,23513,27409
3400907,19738,19144
3401001,6557,34963
3401002,8596,35396
3401003,13678,31838
3401101,13189,31002
3401102,11627,28650
3401103,16620,29484
3401104,11013,32255
3401105,9593,29346
3401106,7910,29229
3401201,15497,37092
3401202,22155,40983
3401203,20566,16645
3401204,18356,29864
3401205,12332,27223
3401401,20056,29344
3401402,19275,19766
3401403,8609,33402
3401404,7418,30012
3401405,18999,19602
3401406,37315,19217
3401407,42258,15881
3401501,13163,36971
3401502,11725,38576
3401503,10392,32188
3401504,8429,41275
3401600,15581,43154
3401700,16489,29739
3401901,14349,22847
3401902,6873,28269
3401903,11491,26429
3401904,15862,28856
3401905,29860,16391
3402001,22243,41495
3402002,14679,49919
3402003,14320,32998
3402101,29114,15757
3402102,15519,29867
3402103,26570,39444
3402104,13461,31445
3402201,18391,33849
3402202,19465,40636
3402301,26545,20795
3402302,9745,30438
3402303,16914,39407
3402401,21596,18295
3402501,18085,20838
3402601,18311,36062
3500100,27689,9158
3500200,20330,14077
3500300,26015,26387
3500400,40225,24471
3500500,25931,39115
3500600,24477,32086
3500701,22463,28430
3500702,24124,22895
3500703,13888,31334
3500704,22898,25168
3500705,25387,18141
3500706,26306,13527
3500800,25947,23984
3500900,40178,25701
3501001,22489,16274
3501002,28781,17473
3501100,25029,23502
3600100,21321,21005
3600200,31922,40037
3600300,23353,31230
3600306,115,73
3600400,0,2
3600401,20621,23814
3600402,31327,35360
3600403,18115,22678
3600500,25168,34719
3600600,22522,24420
3600701,40403,23162
3600702,19306,34227
3600703,24942,42706
3600704,18991,26665
3600800,27077,35698
3600901,20126,38902
3600902,28869,20805
3600903,28034,15062
3600904,24004,30527
3600905,15306,27776
3600906,17965,51396
3601000,23796,32451
3601101,23304,23830
3601102,18902,24938
3601201,17927,29718
3601202,15695,39461
3601203,15327,32515
3601204,25139,43140
3601205,44946,19043
3601206,34369,24201
3601207,23631,47748
3601300,27143,43994
3601500,19398,25227
3601600,18289,23486
3601700,27044,39866
3601801,13168,37484
3601802,16164,33410
3601900,26389,40043
3602001,26924,20689
3602002,24876,59681
3602100,18793,24992
3602201,26011,30360
3602204,31674,37428
3602300,17831,26638
3602403,25524,29959
3602404,20341,28186
3602500,24734,25516
3602600,28661,24646
3602701,21267,26818
3602702,22236,37257
3602803,15532,28829
3602804,20198,38628
3602805,15938,34227
3602901,17720,29196
3602902,16830,30238
3602903,18045,25618
3603001,11297,23180
3603002,11189,27011
3603003,17595,11920
3603102,17477,36709
3603103,10594,39911
3603110,12822,39421
3603111,11775,31887
3603112,43213,38648
3603113,16969,28706
3603114,14203,29201
3603201,8137,33982
3603202,12209,26533
3603203,9118,25217
3603204,12661,27201
3603205,12817,24042
3603206,23208,18928
3603207,10776,27124
3603208,8582,28994
3603209,7106,29231
3603210,10938,25491
3603211,13668,25548
3603212,12810,24840
3603301,8556,26069
3603302,7784,27711
3603303,8176,33557
3603304,9467,30894
3603305,18086,43194
3603306,16245,27971
3603307,15720,31348
3603308,12087,23038
3603309,11224,25356
3603310,17788,11916
3603311,9185,25934
3603312,9721,24859
3603313,14460,22402
3604103,34836,32404
3604104,20597,41369
3604107,28900,74543
3604108,22885,78870
3604109,21266,18624
3604110,34375,20709
3604111,34121,17759
3604112,49400,26844
3604121,16466,58181
3604165,27255,78180
3604204,43890,10118
3604205,38939,7129
3604207,40772,13480
3604208,21490,17643
3604209,46278,18371
3604210,25758,27631
3604211,29950,16422
3604212,30051,23227
3604221,47111,9162
3604263,54906,10741
3604301,36514,45402
3604302,17310,40371
3604303,35772,25447
3604304,24476,15109
3604305,47863,24693
3604306,14591,36235
3604307,23824,15490
3604308,24506,23420
3604309,23793,18067
3604310,19052,25059
3604311,47174,22515
3604312,38563,19261
3604313,30840,15964
3604314,36907,26956
3604315,36723,26349
3604316,26275,10838
3604317,36471,21838
3604318,33802,34353
3604401,35541,40028
3604402,25854,27924
3604403,30892,17328
3604404,37169,16625
3604405,32105,29239
3604406,22826,31397
3604407,53005,41300
3604408,29465,26777
3604409,25484,19381
3604410,24212,18212
3604411,19926,24510
3604412,51198,28936
3604413,26908,36638
3604414,27307,19627
3604501,32123,30646
3604502,18850,28391
3604503,20337,40414
3700100,27366,27550
3700200,33651,27579
3700300,29537,28861
3700400,22479,24216
3700500,21844,20271
3700600,27021,16745
3700700,21578,27363
3700800,28104,37632
3700900,28978,27792
3701001,30156,27924
3701101,28127,35347
3701201,23458,36648
3701202,21768,42678
3701203,11723,38791
3701204,18884,31724
3701205,15869,35758
3701206,9853,43904
3701207,12268,42561
3701208,8970,44666
3701301,24426,58567
3701302,25144,30504
3701400,19312,36612
3701500,23036,32362
3701600,27527,41925
3701701,20915,36580
3701702,27234,23401
3701703,15799,35415
3701704,25779,27358
3701801,23290,21021
3701802,28340,25209
3701803,21232,36682
3701900,18277,25149
3702000,22430,24127
3702100,25264,29341
3702201,19248,31646
3702202,18651,28379
3702300,23950,23580
3702400,27068,28438
3702500,25391,37231
3702600,29195,25751
3702700,24482,32080
3702800,28828,35482
3702900,20339,41862
3703001,21175,22158
3703002,23806,26796
3703101,21749,41063
3703102,26567,21153
3703103,21938,26238
3703104,12697,53105
3703105,18616,35232
3703106,14951,54256
3703107,17691,35431
3703108,13951,43356
3703200,21104,34992
3703300,17730,24177
3703400,27555,29590
3703500,32105,34298
3703600,24852,31181
3703700,21548,32113
3703800,23221,26536
3703900,24956,16425
3704000,24322,22611
3704101,23495,21725
3704200,36503,39064
3704300,32185,39180
3704501,23247,31279
3704601,16267,31262
3704701,28998,50581
3704800,22705,42622
3704900,47984,26539
3705001,25117,23683
3705002,18173,21037
3705003,21614,20109
3705200,27407,20682
3705301,16871,24533
3705401,14444,35522
3800100,14514,29104
3800200,15376,30103
3800300,16125,36527
3800400,18768,28244
3800500,19145,30850
3800600,25376,58385
3900100,22980,44689
3900200,15903,26642
3900301,16684,38748
3900302,37012,33772
3900303,31059,18621
3900401,19693,31738
3900500,23284,31833
3900601,30180,27772
3900602,17979,49343
3900701,11375,32161
3900702,23676,45247
3900703,25374,24321
3900704,23415,31212
3900705,12228,35002
3900706,24203,20566
3900707,36344,19251
3900708,48874,18593
3900709,35021,28716
3900710,14910,46019
3900801,13912,34131
3900802,18502,32861
3900900,30558,45371
3901001,20838,32307
3901002,25889,23416
3901003,43788,37512
3901100,25610,37485
3901201,10025,36790
3901202,19206,28926
3901203,51746,34487
3901204,16883,30904
3901300,20192,52048
3901400,17810,26391
3901500,21549,29513
3901600,21918,27618
3901700,22520,27109
3901800,19653,33883
3901900,15676,27357
3902000,21052,19969
3902100,20157,32609
3902200,21721,34887
3902300,15219,28676
3902400,27109,29904
3902500,19278,41350
3902600,26621,34869
3902701,22668,36538
3902702,29420,29994
3902703,21092,28635
3902800,32189,35303
3902900,18105,26483
3903000,23366,28786
3903100,26594,26242
3903200,25004,42513
3903301,7751,30114
3903302,8750,34024
3903401,12050,37687
3903402,20426,30039
3903403,15616,31576
3903404,13128,34083
3903405,17623,38837
3903406,17757,30179
3903407,22234,21856
3903408,26773,26848
3903409,31108,37099
3903410,20232,19778
3903411,17154,27450
3903500,24015,35804
3903600,23592,44232
3903701,25161,30004
3903702,18582,28177
3903703,38331,27819
3903704,18074,40429
3903801,23991,24097
3903802,25586,28602
3903803,8631,35151
3903901,10264,31993
3903902,12925,34334
3904000,20927,24322
3904100,23358,23318
3904200,28104,27305
3904300,25968,19608
3904400,27226,21969
3904501,19946,22753
3904602,20035,38212
3904701,9082,30708
3904702,15246,29764
3904703,23615,38993
3904704,12067,29261
3904705,32188,20613
3904706,31987,26169
3904707,18681,35238
4020100,20477,19501
4020200,19500,26229
4020300,22345,21891
4020400,16607,23337
4020500,25391,22741
4020600,25176,15678
4020700,27627,29330
4020801,25177,20647
4020802,21384,27474
4020803,27017,36033
4020804,28754,38315
4020805,18062,27629
4020900,20962,20919
4021000,23643,18815
4021100,24022,24763
4021200,16628,22208
4021301,23692,32800
4021302,25005,34626
4021401,30183,42960
4021402,19627,45076
4021403,23577,24045
4021404,20254,32700
4021405,25560,15673
4021406,25373,19765
4021500,20237,37510
4021600,28419,23902
4021700,24561,22895
4021800,18271,28060
4021900,23177,22668
4022000,26553,23947
4022100,28058,20061
4100301,20849,22372
4100501,15319,24889
4100502,15293,24042
4100503,12928,26841
4100504,12642,29877
4101701,18475,28791
4101702,23852,32022
4101900,22856,23103
4102901,23346,22979
4102902,21102,23390
4103903,33690,32483
4103904,22348,24749
4103905,21942,24865
4104301,22907,24610
4104703,20004,18461
4104704,20993,21941
4104705,18463,24681
4105101,21162,30696
4105102,22534,23955
4105103,22445,27833
4105105,20132,39881
4105114,26999,48451
4105116,31573,32574
4105901,19461,18901
4106501,20055,20224
4106720,16158,33072
4106721,15889,27492
4106722,16937,29724
4106723,15303,29490
4106724,18285,31034
4107100,17752,22175
4109000,22450,29178
4109100,39790,33763
4109200,27006,18547
4109300,23799,30153
4200111,30741,33074
4200112,18471,28275
4200200,23057,26184
4200300,33169,35615
4200400,25917,32527
4200500,19590,24237
4200600,26561,39345
4200701,22181,23044
4200702,22764,31513
4200801,21865,34189
4200802,28708,24816
4200803,21956,27562
4200900,25583,35708
4201000,20242,25670
4201100,22432,32543
4201200,24281,33237
4201300,25174,28743
4201400,20522,26177
4201511,20361,29122
4201512,25353,32867
4201600,27425,54028
4201701,38635,46312
4201702,21858,31066
4201801,15137,33391
4201802,16079,49898
4201803,17147,40148
4201804,32616,45438
4201805,25080,25582
4201806,16950,41592
4201807,13525,35188
4201900,30925,29789
4202011,19387,30104
4202012,20757,32424
4202013,21390,30155
4202100,25594,29811
4202200,29357,35263
4202301,20353,35156
4202302,18881,48436
4202401,33365,37052
4202402,16645,33361
4202403,0,4
4202500,21447,33459
4202600,26778,31434
4202701,17127,33307
4202702,32779,21666
4202703,22312,37090
4202801,19108,31117
4202802,20400,41224
4202803,28152,19299
4202901,28634,42443
4202902,16359,44171
4203011,10110,30817
4203012,11317,33554
4203013,16284,36596
4203014,18117,33503
4203015,18440,39401
4203111,14352,32300
4203112,13040,27598
4203113,11066,29026
4203114,18488,41806
4203115,13555,41279
4203116,11115,33220
4203117,12948,35441
4203216,28222,39681
4203221,24615,30324
4203222,45595,24627
4203223,26184,13074
4203224,40301,18451
4203225,35806,16566
4203227,40486,22760
4203228,47761,22098
4203229,35786,18481
4203230,15666,57392
4203231,26416,30493
4203311,15640,44145
4203312,29085,31611
4203313,28817,28034
4203314,12139,28806
4203411,10659,28806
4203412,10419,31526
4203413,12339,36091
4203414,10922,27114
4203415,9004,27159
4203501,22240,23955
4203502,15092,30468
4203503,21277,40444
4203504,20359,36227
4203601,27654,39570
4203602,13917,37328
4203603,20141,40288
4203701,15912,34324
4203702,19133,32703
4203800,26397,28460
4203900,27541,28613
4204011,19543,37910
4204012,17954,26719
4400103,39205,29491
4400105,31725,37352
4400106,25680,31445
4400107,25452,33567
4400200,28849,44633
4400300,21236,37324
4400400,17786,36258
4500101,20383,22502
4500201,21096,23557
4500301,15529,24869
4500302,16327,22684
4500303,16764,28339
4500304,16838,25126
4500305,17987,26891
4500401,18097,26522
4500402,17106,25763
4500403,20802,20226
4500501,20877,27176
4500601,16521,28911
4500602,15383,27147
4500700,27790,32480
4500800,24311,29406
4500901,20713,27992
4501001,17768,23810
4501100,21282,27472
4501200,29345,36665
4501301,25449,40258
4501302,22815,33386
4501401,20391,28096
4501402,23494,24208
4501403,19529,20980
4501501,24905,29393
4501600,26146,26420
4501700,28120,20147
4501800,28987,16368
4501901,30575,30892
4502001,20343,37742
4502100,22447,37220
4502201,14180,26914
4502202,18518,30590
4502301,19860,42788
4502302,21629,37355
4502303,15050,29764
4502400,28078,21320
4502500,28755,24669
4502601,21088,20054
4502701,25518,34353
4502702,29287,38257
4503001,14,34
4600100,30132,49464
4600200,15659,18306
4600300,16901,37318
4600400,20020,32255
4600501,15660,39271
4600601,23060,58841
4700100,21676,20907
4700200,23881,23431
4700301,18095,22346
4700302,19555,24146
4700401,22167,35949
4700501,16949,30478
4700600,22585,18240
4700700,25620,22315
4700800,28195,21391
4700900,28496,23681
4701000,33813,33827
4701101,23212,20358
4701201,22018,28974
4701300,29436,24774
4701400,25978,24935
4701501,27575,30530
4701502,12442,30387
4701503,16281,35367
4701504,20020,26491
4701600,18869,36577
4701700,27118,33825
4701800,22677,23465
4701900,15650,39415
4702001,15732,33811
4702002,13912,21655
4702003,12701,24135
4702101,8993,40657
4702102,7664,34489
4702200,15689,24353
4702300,18763,27226
4702401,25925,42172
4702402,17822,33662
4702403,18215,26849
4702404,21772,22275
4702405,18332,27631
4702406,16464,44537
4702501,34889,25804
4702502,27167,23783
4702503,26077,15671
4702504,16092,21511
4702505,14083,28411
4702506,11743,39481
4702507,22476,18232
4702508,27299,13871
4702600,17385,21597
4702700,20982,20759
4702800,22646,23705
4702900,25741,20190
4703000,19558,23128
4703100,19611,27946
4703200,19661,22878
4703300,21185,19989
4703401,27558,23326
4703402,17020,33194
4703403,14082,36537
4703500,21241,23030
4703600,23421,26279
4703700,16579,24813
4800100,26953,34517
4800200,25130,19342
4800300,17624,38885
4800400,22918,19909
4800501,32738,30783
4800502,24952,36218
4800600,26741,32189
4800700,21760,27311
4800800,33977,50900
4800900,28027,48769
4801000,32454,28447
4801100,21066,24779
4801200,24128,21048
4801300,23697,27311
4801400,17675,32538
4801501,14986,24038
4801502,18162,23983
4801600,22903,23862
4801700,21389,21910
4801800,25680,23843
4801901,17616,41689
4801902,9879,37926
4801903,12397,25360
4801904,9352,41677
4801905,15809,43217
4801907,15890,51083
4801908,6417,31307
4801909,6543,31997
4802001,14402,43542
4802002,14321,35668
4802003,8234,45114
4802004,8999,54181
4802005,21893,31322
4802006,18875,52672
4802101,21323,48206
4802102,20419,43498
4802200,25948,30529
4802301,11033,26737
4802302,20949,14861
4802303,17912,24119
4802304,28360,11345
4802305,25870,15410
4802306,20486,28740
4802307,27913,26743
4802308,16198,23311
4802309,15105,26151
4802310,15397,35248
4802311,15490,28757
4802312,16917,33593
4802313,19568,58743
4802314,30369,13215
4802315,20752,20938
4802316,21104,16434
4802317,18179,21936
4802318,12951,21565
4802319,19774,18999
4802320,18826,17766
4802321,17830,29081
4802322,10396,40983
4802400,17117,38408
4802501,6899,36814
4802502,22726,40974
4802503,24603,24915
4802504,14845,22669
4802505,10507,31920
4802506,17959,26700
4802507,16685,27721
4802508,25822,10733
4802509,22607,35076
4802510,10214,34001
4802511,8083,36134
4802512,20924,18885
4802513,19381,27073
4802514,25899,38537
4802515,19998,27783
4802516,15640,49691
4802600,36042,36539
4802700,26012,29962
4802900,19329,26187
4803000,22213,43839
4803100,29397,34772
4803305,27795,20916
4803306,22009,29369
4803307,22074,16915
4803308,34300,29105
4803309,25488,14646
4803310,35889,19536
4803400,29346,42726
4803501,32843,34326
4803502,28148,44447
4803600,28002,30744
4803700,28355,31187
4803801,22829,19624
4803802,18420,36185
4803900,37111,31135
4804000,31302,26591
4804100,23575,17103
4804200,23143,30518
4804301,22636,23818
4804302,20230,28144
4804400,20910,25103
4804501,26308,35413
4804502,18326,49511
4804503,15164,35655
4804504,20604,31503
4804601,21132,33942
4804602,21085,20707
4804603,23044,37368
4804604,15853,65028
4804605,23137,14940
4804606,22266,12342
4804607,25990,16557
4804608,21239,6494
4804609,26947,18465
4804610,22313,13719
4804611,24636,16895
4804612,16825,24403
4804613,20957,37273
4804614,29453,16026
4804615,22042,16353
4804616,22987,20769
4804617,26168,15711
4804618,28281,13507
4804619,19078,15242
4804620,19450,25664
4804621,11572,32234
4804622,15560,21067
4804623,19992,20021
4804624,11157,33193
4804625,19253,29070
4804626,25969,20813
4804627,19635,32136
4804628,18452,21236
4804629,22016,26349
4804630,14768,42212
4804631,14961,31213
4804633,14641,22490
4804634,15477,24145
4804635,17244,27357
4804636,18921,31091
4804637,29415,26409
4804638,23820,9375
4804639,12676,24611
4804640,13203,25615
4804701,37604,40216
4804702,18447,47963
4804801,8747,40338
4804802,17509,27878
4804803,15048,22080
4804901,14291,26614
4804902,15222,30234
4804903,17938,26995
4804904,23223,34485
4804906,16285,37174
4804907,12270,28097
4805000,32512,38162
4805100,27813,41328
4805201,17642,42708
4805202,12573,39301
4805203,13075,46844
4805204,17546,53822
4805301,20266,49753
4805302,18741,36945
4805303,26770,40213
4805304,25101,36606
4805305,5623,40816
4805306,21104,52951
4805307,19510,52904
4805308,10458,41597
4805309,17691,49106
4805401,18065,22841
4805402,23245,29442
4805500,27220,30007
4805600,21729,23276
4805700,22789,38632
4805800,18772,48619
4805901,26216,11202
4805902,17870,26607
4805903,28338,16151
4805904,25725,16100
4805905,26984,8547
4805906,25761,11773
4805907,26547,24113
4805908,20911,26024
4805909,17577,21949
4805910,23711,28276
4805911,16939,39296
4805912,12971,29123
4805913,23695,23730
4805914,16219,50470
4805915,14048,40195
4805916,12994,32733
4806000,19817,37373
4806100,21634,25612
4806301,27364,11189
4806302,21689,18488
4806500,23493,23931
4806601,16575,23567
4806603,16247,27198
4806604,25982,18042
4806701,22649,14491
4806702,31226,20975
4806703,31730,14671
4806801,23335,9148
4806802,22645,10418
4806803,28684,11881
4806804,30027,16613
4806805,25112,22698
4806806,24295,14872
4806807,22897,5972
4807200,20965,22042
4807300,18366,18681
4807401,22391,23735
4807402,19431,20597
4807500,30040,18729
4807600,23254,9746
4807700,22674,14313
4903000,12896,29952
4905000,19940,42041
4911002,8463,32199
4911003,9240,22600
4911004,11968,29271
4913000,23758,30927
4921000,21111,31189
4935008,11151,28853
4935009,7167,29320
4935011,15284,25669
4935012,15993,31049
4935013,17206,26199
4935014,16099,24636
4935015,22255,45632
4935016,10967,30768
4935017,16182,45755
4949001,13102,35241
4949002,20279,41512
4949003,17259,15693
4949004,11527,39521
4953000,24574,43620
4957001,17183,33429
4957002,17575,24880
5000100,27502,35769
5000200,23547,30352
5000201,0,2
5000300,29185,40249
5000400,36089,47265
5000501,0,1
5101301,6947,46774
5101302,12171,42655
5101500,29468,37872
5101900,20069,33799
5104101,16234,27407
5104102,14208,31755
5104103,10420,35163
5105901,9759,31834
5105902,11902,52576
5105904,8522,38531
5105905,5325,30543
5105906,7503,31971
5105907,18527,32857
5105908,11244,36140
5106100,20768,47988
5106900,17622,34373
5107300,30103,42572
5108300,35464,32749
5108501,9980,29284
5108701,26176,34754
5108702,19622,56346
5109500,15921,50129
5110701,10519,32117
5110702,7287,43421
5110703,7032,43016
5110901,15193,33830
5112100,28746,44884
5114300,41658,36141
5114501,10893,32056
5114900,33952,31637
5115301,9983,32161
5115302,17149,36930
5115303,10806,23235
5116101,30898,54441
5116500,19653,30890
5117100,17315,25030
5117700,23156,50189
5117900,15693,46607
5118500,41873,29718
5119100,42040,36390
5151000,18430,53910
5154001,18573,35418
5155001,17801,26735
5155002,10817,33372
5160001,9933,43469
5161001,6821,37095
5165000,26579,31044
5168000,21514,28436
5168701,15371,27535
5170000,35963,43208
5171001,18690,23007
5171002,24502,29660
5174001,22342,25142
5176001,23914,27618
5176002,22783,26535
5177001,27511,27717
5180000,23200,39903
5181001,18396,44666
5181002,23772,47505
5181003,13143,35301
5320501,16051,22362
5320502,18903,26350
5320503,19304,26048
5320700,23427,24134
5320900,22274,28937
5321101,18397,28172
5321102,14797,29109
5321103,25162,28100
5321104,18503,31617
5321500,26298,29675
5322500,30251,25090
5322700,27305,28096
5322900,17141,25984
5323301,13549,38280
5323302,7591,35720
5323303,15344,50675
5323304,16152,46140
5323305,10612,48014
5323306,12124,33935
5323307,19589,24720
5323308,22411,26901
5323309,19999,25687
5323310,21980,33908
5323311,21390,28079
5323312,13837,30803
5323313,14184,31109
5323314,15882,36286
5323315,17135,42181
5323316,14255,38739
5323317,15643,33268
5323318,14734,33734
5323501,15037,34675
5323502,21605,35142
5324100,22178,25657
5325301,19045,28552
5325302,18229,20983
5325303,13970,25641
5325304,13209,31218
5325305,17913,32838
5325306,17908,19467
5325307,15937,27085
5325308,14290,30936
5325701,21219,32179
5326101,20845,34891
5326102,14026,37631
5326103,10887,40765
5326104,14691,35434
5326105,14316,27413
5326106,21729,39533
5326301,15746,27414
5326302,28474,33688
5326303,25959,32995
5326304,26858,26624
5326500,22022,21185
5326701,14790,25461
5326702,27679,49183
5327301,18207,27690
5327302,18386,27946
5327500,18459,21971
5327701,23097,13840
5327702,27713,22362
5400100,27052,25995
5400200,27260,28117
5400300,33349,45320
5400400,28476,42734
5400500,18689,22878
5400600,32466,33923
5400700,20752,18134
5400800,39440,33665
5400900,36390,40349
5401000,25678,21119
5401100,29237,24670
5401200,41688,24816
5419100,0,2
5500100,34444,47282
5500200,20517,33887
5500300,22466,34698
5500400,21928,55143
5500501,20776,26674
5500502,18645,44140
5500600,20272,37502
5500700,16015,33401
5500800,19433,44419
5500900,28624,44170
5501000,19369,26496
5501100,27644,43924
5501200,18948,38642
5501300,26379,37316
5501400,22394,34474
5501500,18224,36199
5501600,16099,28301
5501700,19539,30690
5501800,17557,30088
5501900,21115,38165
5502000,17903,33549
5502101,23382,24982
5502102,17195,38781
5502103,11129,35948
5502104,11735,30162
5502105,13977,36408
5502200,24484,43392
5502300,24691,46666
5502400,14838,28243
5502501,10309,35969
5502502,13955,39287
5502503,14246,53316
5502600,24489,68291
5502801,26477,14994
5502802,19225,36390
5502803,29004,11326
5502804,26082,15416
5502805,25185,11588
5502806,18552,28520
5502807,22448,53440
5502808,17070,33611
5502900,30504,48572
5503000,24564,43247
5600100,14215,33655
5600200,12488,29072
5600300,17425,27534
5600400,21418,40615
5600500,19077,27259
7200100,43972,6994
7200200,36561,5426
7200300,30438,5026
7200400,31824,4444
7200500,41415,8287
7200600,34856,4762
7200700,34742,4671
7200800,48507,8185
7200900,35686,9982
7201000,43597,15604
7201101,44774,18824
7201102,50382,21884
7201200,23144,18325
7201300,50039,16346
7201400,29722,11167
7201500,33678,6957
7201600,33239,6737
7201700,47256,7829
7201800,41585,5786
7201900,53872,7915
7202000,48791,10315
7202100,38290,9296
7202200,28814,8761
7202300,28898,8371
