county,Num Eligible,Num Ineligible,Percentage Eligible
30015,977,1423,40.71
30017,1799,2803,39.09
30019,252,393,39.07
30021,1355,2112,39.08
30023,1619,2412,40.16
30025,462,719,39.12
30027,1895,2761,40.7
30029,17622,24941,41.4
30031,18044,32373,35.79
30033,178,277,39.12
30035,2327,3294,41.4
30037,136,198,40.72
30039,569,848,40.16
30041,2701,3936,40.7
30043,2001,2916,40.7
30045,335,488,40.7
30047,5689,7657,42.63
30049,12119,16876,41.8
30051,324,472,40.7
30053,3323,4704,41.4
30055,261,407,39.07
30057,1482,2208,40.16
30059,320,466,40.71
30061,828,1114,42.64
30063,21544,28995,42.63
30065,716,1115,39.1
30067,2848,4150,40.7
30069,82,120,40.59
30071,698,1017,40.7
30073,977,1423,40.71
30075,257,400,39.12
30077,1194,1779,40.16
30079,164,256,39.05
30081,7593,11312,40.16
30083,1743,2715,39.1
30085,1637,2550,39.1
30087,1263,1968,39.09
30089,2265,3049,42.62
30091,536,835,39.1
30093,6039,8996,40.17
30095,1485,2163,40.71
30097,609,888,40.68
30099,1031,1502,40.7
30101,823,1200,40.68
30103,115,179,39.12
30105,1148,1789,39.09
30107,344,501,40.71
30109,142,221,39.12
30111,28680,39428,42.11
31001,4439,8160,35.23
31003,875,1550,36.08
31005,71,107,39.89
31007,124,151,45.09
31009,64,108,37.21
31011,747,1323,36.09
31013,1996,2421,45.19
31015,332,403,45.17
31017,534,648,45.18
31019,7123,13095,35.23
31021,934,1654,36.09
31023,1212,2211,35.41
31025,3575,6876,34.21
31027,1162,2059,36.08
31029,649,966,40.19
31031,1005,1219,45.19
31033,1743,2114,45.19
31035,868,1596,35.23
31037,1468,2600,36.09
31039,1252,2218,36.08
31041,1587,2647,37.48
31043,2997,5309,36.08
31045,1510,1832,45.18
31047,4012,5979,40.16
31049,338,410,45.19
31051,777,1377,36.07
31053,4995,9609,34.2
31055,86686,149441,36.71
31057,276,411,40.17
31059,805,1468,35.42
31061,411,755,35.25
31063,419,624,40.17
31065,771,1149,40.16
31067,3145,5736,35.41
31069,346,420,45.17
31071,273,455,37.5
31073,315,469,40.18
31075,102,152,40.16
31077,329,549,37.47
31079,9465,15789,37.48
31081,1418,2366,37.47
31083,437,804,35.21
31085,143,213,40.17
31087,436,649,40.18
31089,1864,2261,45.19
31091,119,178,40.07
31093,974,1624,37.49
31095,1048,1912,35.41
31097,767,1398,35.43
31099,951,1748,35.24
31101,1387,2067,40.16
31103,142,172,45.22
31105,632,766,45.21
31107,1165,2064,36.08
31109,47467,83950,36.12
31111,5770,8599,40.16
31113,119,178,40.07
31115,91,152,37.45
31117,66,99,40.0
31119,4939,8750,36.08
31121,1154,1925,37.48
31123,840,1018,45.21
31125,470,832,36.1
31127,1024,1868,35.41
31129,582,1069,35.25
31131,2305,4203,35.42
31133,369,674,35.38
31135,475,708,40.15
31137,1276,2345,35.24
31139,1016,1800,36.08
31141,4760,8432,36.08
31143,755,1377,35.41
31145,1781,2653,40.17
31147,1140,2079,35.41
31149,233,283,45.16
31151,2071,3776,35.42
31153,17684,54723,24.42
31155,2994,5760,34.2
31157,6643,8057,45.19
31159,2552,4654,35.41
31161,944,1146,45.17
31163,445,742,37.49
31165,210,255,45.16
31167,811,1436,36.09
31169,729,1329,35.42
31171,111,165,40.22
31173,939,1664,36.07
31175,612,1020,37.5
31177,2804,5395,34.2
31179,1347,2386,36.08
31181,482,886,35.23
31183,116,193,37.54
31185,2047,3733,35.42
32001,4237,5615,43.01
32003,397475,456815,46.53
32005,8250,11693,41.37
32007,8920,11820,43.01
32009,120,160,42.86
32011,307,407,43.0
32013,2871,3804,43.01
32015,951,1260,43.01
32017,746,989,43.0
32019,9876,13999,41.37
32021,755,1001,43.0
32023,8568,11354,43.01
32027,1104,1464,42.99
32029,683,968,41.37
32031,75174,122837,37.96
32033,1508,1998,43.01
32510,9776,13857,41.37
33001,9781,16643,37.02
33003,7695,13093,37.02
33005,10139,18615,35.26
33007,4592,7767,37.16
33009,13380,22631,37.16
33011,49710,118319,29.58
33013,21598,38146,36.15
33015,31023,95523,24.52
33017,15512,36830,29.64
33019,6324,10697,37.15
34001,46914,65300,41.81
34003,102671,249397,29.16
34005,51314,124478,29.19
34007,84769,116600,42.1
34009,16477,32471,33.66
34011,28615,26392,52.02
34013,154161,167415,47.94
34015,37853,74472,33.7
34017,129509,162438,44.36
34019,9958,41120,19.5
34021,53294,90723,37.01
34023,108164,200386,35.06
34025,70037,180068,28.0
34027,43789,149107,22.7
34029,88948,151857,36.94
34031,91417,86478,51.39
34033,11064,12757,46.45
34035,28896,102272,22.03
34037,15573,43141,26.52
34039,78534,122905,38.99
34041,16480,29730,35.66
35001,140103,144149,49.29
35003,808,517,60.98
35005,15909,9681,62.17
35006,6214,2055,75.15
35007,3026,1841,62.17
35009,11825,7196,62.17
35011,414,252,62.16
35013,51275,33747,60.31
35015,11403,10708,51.57
35017,6376,4078,60.99
35019,1086,661,62.16
35021,161,98,62.16
35023,944,604,60.98
35025,13626,12794,51.57
35027,4584,2932,60.99
35028,4023,4080,49.65
35029,5749,3678,60.98
35031,16672,5515,75.14
35033,867,879,49.66
35035,15344,9814,60.99
35037,2136,1300,62.17
35039,8363,8483,49.64
35041,4687,2853,62.16
35043,24464,32061,43.28
35045,25138,15670,61.6
35047,5637,5718,49.64
35049,28074,41094,40.59
35051,2620,1676,60.99
35053,3753,2400,60.99
35055,7147,7250,49.64
35057,3102,2867,51.97
35059,998,607,62.18
35061,15708,14519,51.97
36001,51800,80370,39.19
36003,9308,9601,49.23
36005,379146,153928,71.12
36007,39671,46501,46.04
36009,15435,15920,49.23
36011,13094,18380,41.6
36013,28652,24641,53.76
36015,16335,19684,45.35
36017,9309,11000,45.84
36019,15003,18817,44.36
36021,10567,14053,42.92
36023,7904,10281,43.46
36025,8733,10319,45.84
36027,40196,77028,34.29
36029,177042,235829,42.88
36031,7023,8808,44.36
36033,8935,11206,44.36
36035,9481,12175,43.78
36037,9976,13608,42.3
36039,8226,10939,42.92
36041,961,1205,44.37
36043,11192,13020,46.23
36045,20521,28298,42.03
36047,554479,447382,55.34
36049,4674,6445,42.04
36051,9637,15609,38.17
36053,11484,14936,43.47
36055,134380,184497,42.14
36057,8808,11311,43.78
36059,142173,317249,30.95
36061,290089,447487,39.33
36063,42206,48768,46.39
36065,43829,49998,46.71
36067,90608,108443,45.52
36069,17526,28384,38.17
36071,52618,85065,38.22
36073,6893,9402,42.3
36075,22523,24421,47.98
36077,9976,12487,44.41
36079,11497,24696,31.77
36081,441926,377928,53.9
36083,26389,40043,39.72
36085,71310,99451,41.76
36087,40142,62138,39.25
36089,21321,21010,50.37
36091,29332,70894,29.27
36093,27044,39866,40.42
36095,5066,6341,44.41
36097,3172,4393,41.93
36099,6106,8053,43.12
36101,17084,22631,43.02
36103,158535,354280,30.91
36105,14829,18700,44.23
36107,9276,11422,44.82
36109,17831,26638,40.1
36111,28670,45371,38.72
36113,12085,16162,42.78
36115,11268,15068,42.79
36117,16485,21742,43.12
36119,127083,244519,34.2
36121,6923,9444,42.3
36123,4474,5900,43.13
37001,27569,41952,39.66
37003,6980,7506,48.18
37005,2477,2030,54.96
37007,3212,4671,40.75
37009,5525,5560,49.84
37011,3702,3726,49.84
37013,8217,11006,42.75
37015,3301,4421,42.75
37017,7225,3998,64.38
37019,22691,42606,34.75
37021,37974,60096,38.72
37023,16762,19450,46.29
37025,29638,46624,38.86
37027,15448,16614,48.18
37029,1923,2438,44.1
37031,12938,15745,45.11
37033,4167,4488,48.15
37035,28882,35530,44.84
37037,12611,17710,41.59
37039,6491,6820,48.76
37041,2546,3229,44.09
37043,2501,2628,48.76
37045,19819,21235,48.28
37047,12353,6836,64.38
37049,19253,23432,45.1
37051,65059,64905,50.06
37053,5218,6616,44.09
37055,6793,9098,42.75
37057,32142,34328,48.36
37059,7435,10233,42.08
37061,11306,7439,60.31
37063,49582,89095,35.75
37065,9868,9459,51.06
37067,72875,82920,46.78
37069,13477,12505,51.87
37071,44998,48967,47.89
37073,1946,2468,44.09
37075,1830,1801,50.4
37077,11178,12040,48.14
37079,4154,3847,51.92
37081,89773,122798,42.23
37083,12360,7662,61.73
37085,23237,26536,46.69
37087,14143,13918,50.4
37089,19792,29014,40.55
37091,5479,3396,61.74
37093,11044,8339,56.98
37095,846,1133,42.75
37097,24674,47841,34.03
37099,9726,10219,48.76
37101,38173,44653,46.09
37103,1937,1791,51.96
37105,10461,14690,41.59
37107,11647,10767,51.96
37109,15704,20577,43.28
37111,8531,9900,46.29
37113,8351,8774,48.76
37115,4827,4750,50.4
37117,4054,5429,42.75
37119,148166,309834,32.35
37121,3097,3117,49.84
37123,4428,6593,40.18
37125,17153,25538,40.18
37127,19165,18371,51.06
37129,37043,66020,35.94
37131,4442,2753,61.74
37133,33171,40453,45.05
37135,19333,36639,34.54
37137,2259,3025,42.75
37139,7533,9552,44.09
37141,8254,15846,34.25
37143,2415,3062,44.09
37145,7165,7717,48.15
37147,36486,39051,48.3
37149,4183,3689,53.14
37151,24890,31204,44.37
37153,9107,6876,56.98
37155,28431,15734,64.37
37157,19822,19370,50.58
37159,27603,29640,48.22
37161,13949,12304,53.13
37163,13701,9015,60.31
37165,7247,5471,56.98
37167,9218,12571,42.31
37169,9688,9468,50.57
37171,16228,13298,54.96
37173,3216,3165,50.4
37175,5615,8231,40.55
37177,598,801,42.74
37179,28140,55421,33.68
37181,8369,7766,51.87
37183,122895,316826,27.95
37185,4739,2938,61.73
37187,2026,2713,42.75
37189,11242,11314,49.84
37191,24329,22616,51.82
37193,15001,12293,54.96
37195,16004,14819,51.92
37197,6479,8917,42.08
37199,3839,3864,49.84
38001,283,567,33.29
38003,1784,2686,39.91
38005,981,1477,39.91
38007,122,244,33.33
38009,836,1638,33.79
38011,384,771,33.25
38013,289,566,33.8
38015,12048,27297,30.62
38017,25376,58385,30.3
38019,598,963,38.31
38021,822,1237,39.92
38023,281,564,33.25
38025,527,1056,33.29
38027,386,582,39.88
38029,542,816,39.91
38031,559,842,39.9
38033,223,448,33.23
38035,11807,19017,38.3
38037,296,594,33.26
38039,379,570,39.94
38041,321,643,33.3
38043,394,593,39.92
38045,674,1014,39.93
38047,308,463,39.95
38049,701,1373,33.8
38051,417,627,39.94
38053,1890,3791,33.27
38055,1282,2511,33.8
38057,1095,2144,33.81
38059,4074,9230,30.62
38061,1287,2520,33.81
38063,487,784,38.32
38065,246,482,33.79
38067,1105,1780,38.3
38069,657,988,39.94
38071,1873,3017,38.3
38073,938,1412,39.91
38075,300,587,33.82
38077,2719,4092,39.92
38079,2004,3016,39.92
38081,636,957,39.92
38083,166,325,33.81
38085,500,1004,33.24
38087,91,183,33.21
38089,4325,8673,33.27
38091,289,466,38.28
38093,3552,5346,39.92
38095,356,537,39.87
38097,1291,2079,38.31
38099,1705,2746,38.31
38101,9173,17964,33.8
38103,655,986,39.91
38105,5263,10555,33.27
39001,5820,4695,55.35
39003,21052,19969,51.32
39005,8477,11616,42.19
39007,15453,22936,40.25
39009,12146,11802,50.72
39011,7124,11527,38.2
39013,11727,14451,44.8
39015,7664,8742,46.71
39017,58208,87850,39.85
39019,4541,6163,42.42
39021,5942,9613,38.2
39023,27109,29904,47.55
39025,32317,52223,38.23
39027,7699,8951,46.24
39029,19635,21534,47.69
39031,5918,8109,42.19
39033,7954,9575,45.38
39035,255794,301328,45.91
39037,7981,12820,38.37
39039,5313,10329,33.97
39041,16501,64139,20.46
39043,13128,17945,42.25
39045,24019,35809,40.15
39047,5304,6166,46.24
39049,214197,335488,38.97
39051,6478,10852,37.38
39053,6319,4773,56.97
39055,15110,22427,40.25
39057,23602,44242,34.79
39059,6778,8352,44.8
39061,142894,210765,40.4
39063,11128,19405,36.45
39065,4558,7949,36.44
39067,2435,3561,40.61
39069,4195,7028,37.38
39071,7936,9226,46.24
39073,5555,5545,50.05
39075,7148,9795,42.19
39077,10165,13895,42.25
39079,7062,5334,56.97
39081,12574,13791,47.69
39083,10246,13419,43.3
39085,32420,66996,32.61
39087,12594,9513,56.97
39089,24991,42506,37.03
39091,7082,11458,38.2
39093,48152,77100,38.44
39095,88502,97136,47.67
39097,5116,10974,31.8
39099,50249,47570,51.37
39101,10678,13984,43.3
39103,20208,52064,27.96
39105,4321,4199,50.72
39107,5902,11473,33.97
39109,15219,28676,34.67
39111,2361,2910,44.79
39113,100129,126406,44.2
39115,2708,2672,50.33
39117,5710,7478,43.3
39119,16946,16722,50.33
39121,2490,3068,44.8
39123,6509,10486,38.3
39125,2609,5073,33.96
39127,6945,6853,50.33
39129,6834,14659,31.8
39131,5738,4629,55.35
39133,25611,37487,40.59
39135,6305,10128,38.37
39137,5223,8751,37.38
39139,21918,27618,44.25
39141,15269,15240,50.05
39143,9498,15303,38.3
39145,15676,12645,55.35
39147,10422,12546,45.38
39149,7419,11917,38.37
39151,68667,89036,43.54
39153,97920,131152,42.75
39155,40263,45653,46.86
39157,15679,22932,40.61
39159,7329,15721,31.8
39161,4014,7804,33.97
39163,2535,2530,50.05
39165,23215,66352,25.92
39167,11629,11299,50.72
39169,17788,26369,40.28
39171,5150,10012,33.97
39173,19638,33877,36.7
39175,4144,4988,45.38
40001,4634,2887,61.61
40003,1060,1009,51.23
40005,2907,2623,52.57
40007,939,894,51.23
40009,4647,3908,54.32
40011,1626,1548,51.23
40013,9474,8546,52.57
40015,5587,4699,54.32
40017,20241,37505,35.05
40019,9250,9053,50.54
40021,11187,6970,61.61
40023,3191,2282,58.3
40025,426,406,51.2
40027,48690,67428,41.93
40029,1083,977,52.57
40031,23495,21895,51.76
40033,1071,998,51.76
40035,2898,2594,52.77
40037,13868,13843,50.05
40039,5914,4974,54.32
40041,8300,7429,52.77
40043,834,795,51.2
40045,697,664,51.21
40047,10077,13551,42.65
40049,3843,5897,39.46
40051,8206,12593,39.45
40053,669,900,42.64
40055,1140,958,54.34
40057,517,435,54.31
40059,609,580,51.22
40061,2596,1856,58.31
40063,2849,2268,55.68
40065,5141,4324,54.32
40067,1029,1007,50.54
40069,2114,1907,52.57
40071,7007,9423,42.65
40073,2825,2690,51.22
40075,1765,1484,54.32
40077,2122,1517,58.31
40079,10807,7729,58.3
40081,5253,7017,42.81
40083,9077,9355,49.25
40085,1956,1914,50.54
40087,6240,9576,39.45
40089,6920,4949,58.3
40091,4037,3213,55.68
40093,1447,1378,51.22
40095,3149,2841,52.57
40097,8022,7180,52.77
40099,2679,2621,50.55
40101,12468,13227,48.52
40103,1751,2355,42.64
40105,1482,2081,41.59
40107,2410,1918,55.68
40109,144599,180252,44.51
40111,7094,7080,50.05
40113,8993,8812,50.51
40115,6223,5570,52.77
40117,3052,2990,50.51
40119,14955,15413,49.25
40121,9329,7426,55.68
40123,7828,7061,52.58
40125,11377,15195,42.82
40127,2427,1736,58.3
40129,640,609,51.24
40131,15152,21274,41.6
40133,5020,3996,55.68
40135,9335,5816,61.61
40137,8258,8082,50.54
40139,3979,3789,51.22
40141,1444,1214,54.33
40143,120429,150121,44.51
40145,15221,16147,48.52
40147,10296,10088,50.51
40149,2265,1905,54.32
40151,1605,1529,51.21
40153,3809,3627,51.22
41001,3175,3084,50.73
41003,18642,20004,48.24
41005,56231,105698,34.73
41007,7617,9899,43.49
41009,9752,12673,43.49
41011,14642,12425,54.1
41013,4351,5840,42.69
41015,5289,4488,54.1
41017,33687,49195,40.64
41019,22835,23087,49.73
41021,387,390,49.81
41023,1400,1412,49.79
41025,1735,1192,59.28
41027,4642,4682,49.79
41029,44455,46373,48.94
41031,4311,5785,42.7
41033,19868,16859,54.1
41035,16061,11033,59.28
41037,1889,1298,59.27
41039,78017,82131,48.72
41041,8699,11026,44.1
41043,25171,27023,48.23
41045,7306,5019,59.28
41047,59511,65127,47.75
41049,2359,2379,49.79
41051,144890,203408,41.6
41053,15095,19132,44.1
41055,361,364,49.79
41057,5080,6602,43.49
41059,15344,15107,50.39
41061,4993,4849,50.73
41063,1409,1368,50.74
41065,5163,5208,49.78
41067,82645,150845,35.4
41069,281,283,49.82
41071,17789,22210,44.47
42001,12741,27483,31.68
42003,197209,348778,36.12
42005,13626,13130,50.93
42007,30506,40231,43.13
42009,9216,9936,48.12
42011,72231,92082,43.96
42013,21605,25955,45.43
42015,10694,13428,44.33
42017,74258,173866,29.93
42019,27467,54056,33.69
42021,25731,29869,46.28
42023,873,937,48.23
42025,9342,15213,38.05
42027,24283,33238,42.22
42029,53352,150695,26.15
42031,6733,7689,46.69
42033,15459,16599,48.22
42035,6325,8825,41.75
42037,11259,14131,44.34
42039,15805,17946,46.83
42041,32624,72177,31.13
42043,50010,70413,41.53
42045,85682,132597,39.25
42047,5946,6385,48.22
42049,49212,61349,44.51
42051,27554,28626,49.05
42053,1261,1440,46.69
42055,22312,39554,36.07
42057,2819,3039,48.12
42059,5845,8704,40.17
42061,7757,9319,45.43
42063,17300,16671,50.93
42065,8044,9186,46.69
42067,3468,5031,40.8
42069,40450,48318,45.57
42071,78968,131094,37.59
42073,15196,21753,41.13
42075,21447,33459,39.06
42077,61504,81146,43.12
42079,61399,72546,45.84
42081,19281,26904,41.75
42083,7757,8330,48.22
42085,20514,26169,43.94
42087,6806,9874,40.8
42089,26561,39345,40.3
42091,94609,240693,28.22
42093,3339,4236,44.08
42095,41822,81905,33.8
42097,16872,21408,44.08
42099,6602,11405,36.66
42101,366885,293989,55.52
42103,10453,12930,44.7
42105,3145,3378,48.21
42107,26778,31434,46.0
42109,5861,8503,40.8
42111,14358,15480,48.12
42113,1041,1308,44.32
42115,6852,8604,44.33
42117,7319,9189,44.34
42119,6297,9135,40.8
42121,9123,10419,46.68
42123,7265,8248,46.83
42125,31670,55949,36.15
42127,9136,11301,44.7
42129,61603,92733,39.91
42131,4545,6287,41.96
42133,61712,117187,34.5
44001,7892,13883,36.24
44003,28853,44632,39.26
44005,13307,23408,36.24
44007,122203,131959,48.08
44009,17786,36258,32.91
45001,4139,5545,42.74
45003,29337,36664,44.45
45005,1589,1606,49.73
45007,34339,46244,42.61
45009,2631,2659,49.74
45011,5018,2835,63.9
45013,31196,45166,40.85
45015,32714,57521,36.25
45017,3441,1944,63.9
45019,56538,109916,33.97
45021,10073,13114,43.44
45023,6015,7028,46.12
45025,8521,8606,49.75
45027,6971,5294,56.84
45029,7630,7711,49.74
45031,12388,12511,49.75
45033,5586,5308,51.28
45035,22462,37225,37.63
45037,4430,5717,43.66
45039,3900,4556,46.12
45041,28739,24673,53.81
45043,14192,10778,56.84
45045,83522,127970,39.49
45047,11975,15454,43.66
45049,3670,3709,49.74
45051,64568,81888,44.09
45053,4190,7770,35.03
45055,11860,14000,45.86
45057,17881,20891,46.12
45059,12408,15006,45.26
45061,3807,2728,58.26
45063,48316,73688,39.6
45065,1645,2123,43.66
45067,5763,5476,51.28
45069,5251,5303,49.75
45071,6931,8382,45.26
45073,15535,17131,47.56
45075,20531,11600,63.9
45077,26135,29045,47.36
45079,76535,88722,46.31
45081,3258,4205,43.66
45083,56051,72547,43.59
45085,24308,17417,58.26
45087,5005,6053,45.26
45089,6946,5275,56.84
45091,42729,70168,37.85
46003,410,661,38.28
46005,2857,4603,38.3
46007,527,616,46.11
46009,1045,1684,38.29
46011,5127,8261,38.3
46013,4883,10781,31.17
46015,783,1261,38.31
46017,304,355,46.13
46019,1644,2700,37.85
46021,176,388,31.21
46023,1461,1708,46.1
46025,488,1078,31.16
46027,1636,4104,28.5
46029,3612,7975,31.17
46031,608,711,46.1
46033,1337,2195,37.85
46035,2977,4796,38.3
46037,695,1534,31.18
46039,548,1209,31.19
46041,817,955,46.11
46043,422,681,38.26
46045,509,1123,31.19
46047,1088,1271,46.12
46049,270,597,31.14
46051,963,2127,31.17
46053,622,727,46.11
46055,291,341,46.04
46057,786,1735,31.18
46059,468,755,38.27
46061,517,832,38.32
46063,211,346,37.88
46065,2769,3237,46.1
46067,1107,1784,38.29
46069,197,231,46.03
46071,437,511,46.1
46073,248,400,38.27
46075,143,167,46.13
46077,773,1245,38.31
46079,1650,2658,38.3
46081,4138,6794,37.85
46083,7595,19242,28.3
46085,580,678,46.1
46087,622,1559,28.52
46089,308,679,31.21
46091,549,1213,31.16
46093,4795,7872,37.85
46095,299,350,46.07
46097,342,552,38.26
