puma22,Num Eligible,Num Ineligible,Percentage Eligible
1713500,22033,33289,39.83
1714300,34633,44681,43.67
1716100,24676,35511,41.0
1716301,26791,36322,42.45
1716302,19657,30113,39.5
1716500,23883,27817,46.2
1716700,32442,51972,38.43
1717900,20616,34593,37.34
1719500,28564,42728,40.07
1719701,14223,44602,24.18
1719702,13662,31949,29.95
1719703,24018,24892,49.11
1719704,8298,36109,18.69
1719705,13069,31857,29.09
1719900,39960,36005,52.6
1720101,39734,39396,50.21
1800101,26271,16928,60.81
1800102,26856,18421,59.31
1800103,19043,28820,39.79
1800104,16216,39703,29.0
1800200,23674,44581,34.68
1800300,18514,24931,42.61
1800401,20975,22457,48.29
1800402,21891,41752,34.4
1800501,15228,20426,42.71
1800502,14257,19106,42.73
1800600,26214,35759,42.3
1800700,17254,23515,42.32
1800800,19031,29108,39.53
1800900,20643,32798,38.63
1801001,30352,26370,53.51
1801002,22726,30266,42.89
1801003,12704,32417,28.16
1801100,19068,29990,38.87
1801200,33359,40165,45.37
1801300,25785,32613,44.15
1801400,23481,28742,44.96
1801500,20452,22194,47.96
1801600,17901,23218,43.53
1801700,22127,20012,52.51
1801801,14210,44558,24.18
1801901,8438,46144,15.46
1801902,9381,37570,19.98
1802000,27368,26541,50.77
1802100,24344,21633,52.95
1802200,18738,28389,39.76
1802300,15837,49914,24.09
1802401,17875,28065,38.91
1802402,14566,33751,30.15
1802403,22187,28252,43.99
1802404,30827,26881,53.42
1802405,35125,33506,51.18
1802406,27575,33855,44.89
1802407,29164,32969,46.94
1802500,17143,44973,27.6
1802600,18995,31689,37.48
1802700,23130,22448,50.75
1802800,31644,32787,49.11
1802900,27026,29688,47.65
1803000,20624,30046,40.7
1803100,16812,26182,39.1
1803200,17263,30419,36.2
1803300,15767,33181,32.21
1803400,34226,45089,43.15
1803500,23500,35043,40.14
1803600,21798,35551,38.01
1803700,21507,28088,43.37
1900100,16354,31242,34.36
1900200,20805,27474,43.09
1900301,14442,30732,31.97
1900302,15885,33793,31.98
1900400,18028,30667,37.02
1900500,23939,30012,44.37
1900600,21336,32671,39.51
1900700,24360,39429,38.19
1900800,22164,30550,42.05
1900900,28589,43535,39.64
1901100,20118,41183,32.82
1901200,19130,27976,40.61
1901300,19091,30601,38.42
1901400,14769,32680,31.13
1901501,19556,50928,27.75
1901502,13826,38434,26.46
1901503,36286,44717,44.8
1901600,13600,34711,28.15
1901800,19817,25528,43.7
1901900,21972,27814,44.13
1902000,21747,29690,42.28
1902100,29813,40273,42.54
1902200,21455,25765,45.44
1902300,20372,22507,47.51
2000100,19370,26355,42.36
2000200,24970,35037,41.61
2000300,23333,27685,45.73
2000400,35892,26647,57.39
2000501,27900,29083,48.96
2000601,15784,35634,30.7
2000700,20742,29017,41.68
2000801,12441,39759,23.83
2000802,16445,51796,24.1
2000803,11158,50351,18.14
2000804,19965,43728,31.35
2000900,15872,31083,33.8
2001000,28669,32744,46.68
2001101,27009,27876,49.21
2001201,20443,43878,31.78
2001301,20415,41691,32.87
2001401,30281,19434,60.91
2001501,25792,39289,39.63
2001600,16350,25215,39.34
2001701,18011,24889,41.98
2001800,18661,28283,39.75
2100100,37170,40251,48.01
2100200,24945,18328,57.65
2100300,22217,18243,54.91
2100400,38207,30616,55.51
2100500,25029,28064,47.14
2100600,24069,16790,58.91
2100700,24691,13750,64.23
2100800,28043,15446,64.48
2100900,30725,13624,69.28
2101000,29671,8250,78.24
2101100,37881,17124,68.87
2101200,28268,36798,43.45
2101300,18700,23019,44.82
2101400,19036,25226,43.01
2101500,16901,24673,40.65
2101600,15682,23305,40.22
2101701,41095,17486,70.15
2101702,16519,33533,33.0
2101703,14624,38153,27.71
2101704,17381,37492,31.67
2101705,27940,28349,49.64
2101706,31732,26774,54.24
2101800,15750,33916,31.71
2101901,26362,25446,50.88
2101902,16572,28408,36.84
2101903,15678,26835,36.88
2102000,23364,29514,44.18
2102100,24707,23011,51.78
2102200,28971,17757,62.0
2102300,24752,30567,44.74
2102400,25579,42170,37.76
2102500,15325,35697,30.04
2102600,27708,37084,42.76
2102700,29552,22664,56.6
2102800,28879,23533,55.1
2200101,31741,16889,65.27
2200102,25228,22639,52.7
2200200,31016,32287,49.0
2200300,39834,23823,62.58
2200400,35756,25848,58.04
2200500,32986,18366,64.24
2200600,23045,17582,56.72
2200700,38019,28060,57.54
2200801,24202,25466,48.73
2200901,30907,24051,56.24
2201000,30853,13791,69.11
2201100,23758,20475,53.71
2201201,24058,23550,50.53
2201202,16393,33929,32.58
2201300,26261,18526,58.64
2201400,20470,20251,50.27
2201501,22057,15317,59.02
2201502,24073,16059,59.98
2201503,31333,24769,55.85
2201504,17711,24418,42.04
2201600,23244,24888,48.29
2201700,25102,30965,44.77
2201800,38748,28421,57.69
2201900,19578,21841,47.27
2202000,23944,22607,51.44
2202100,31556,30367,50.96
2202201,20321,37358,35.23
2202202,21455,24403,46.79
2202301,21128,23522,47.32
2202302,25942,36109,41.81
2202303,34799,17535,66.49
2202401,34872,23814,59.42
2202402,31606,19017,62.43
2202403,21835,27682,44.1
2202501,24279,20890,53.75
2300100,28328,25314,52.81
2300200,36728,31821,53.58
2300300,27423,29052,48.56
2300400,22595,31208,42.0
2300500,30592,47062,39.4
2300600,18301,28022,39.51
2300700,12835,33023,27.99
2300800,23825,52608,31.17
2300900,15195,44498,25.46
2301000,20314,34864,36.82
2400101,21079,25466,45.29
2400201,25468,29241,46.55
2400301,17759,37255,32.28
2400302,10679,37992,21.94
2400400,16139,48023,25.15
2400501,11211,31320,26.36
2400502,24001,37510,39.02
2400503,15340,31939,32.45
2400504,14451,28657,33.52
2400505,15982,24862,39.13
2400506,26573,24852,51.67
2400507,19373,26458,42.27
2400601,13606,38038,26.35
2400602,17419,32131,35.15
2400700,16149,24851,39.39
2400801,37928,20725,64.67
2400802,24977,27210,47.86
2400803,24959,21674,53.52
2400804,22211,24969,47.08
2400805,28572,21114,57.51
2400901,9425,34636,21.39
2400902,8851,28865,23.47
2400903,10232,28486,26.43
2401001,8247,29130,22.06
2401002,18750,38841,32.56
2401003,19514,44234,30.61
2401004,10403,39091,21.02
2401005,19845,30578,39.36
2401006,14173,25517,35.71
2401007,18602,29289,38.84
2401008,7512,34377,17.93
2401101,22004,16512,57.13
2401102,21702,32595,39.97
2401103,18376,18213,50.22
2401104,24207,21388,53.09
2401105,21112,50801,29.36
2401106,14269,33517,29.86
2401107,23638,27943,45.83
2401201,10595,35684,22.89
2401202,18788,27531,40.56
2401203,9862,31239,23.99
2401204,10320,32886,23.89
2401205,12455,35427,26.01
2401300,26856,42643,38.64
2401400,34618,37653,47.9
2401501,10071,28356,26.21
2401601,9921,27970,26.18
2401700,18820,40661,31.64
2500100,26938,30803,46.65
2500201,19192,26490,42.01
2500301,18873,27067,41.08
2500400,0,7,0.0
2500401,31644,30126,51.23
2500402,39954,17852,69.12
2500403,25582,38975,39.63
2500501,16364,27589,37.23
2500502,22375,27927,44.48
2500503,17434,40434,30.13
2500504,22761,16186,58.44
2500505,21751,15496,58.4
2500506,15360,28984,34.64
2500507,21749,39376,35.58
2500601,14954,33354,30.96
2500602,22563,20014,52.99
2500603,9003,30434,22.83
2500604,9277,34452,21.21
2500605,17146,26819,39.0
2500606,12347,27178,31.24
2500607,12655,40622,23.75
2500608,22469,43162,34.24
2500609,23568,28064,45.65
2500610,24357,28910,45.73
2500611,16042,35356,31.21
2500612,11592,33081,25.95
2500613,12845,45088,22.17
2500701,27008,15806,63.08
2500702,22519,22550,49.97
2500703,15135,31642,32.36
2500704,22780,42844,34.71
2500705,21767,18196,54.47
2500706,25248,43897,36.51
2500801,19532,21131,48.03
2500802,30085,45592,39.75
2500803,20609,29996,40.73
2500804,37779,13790,73.26
2500805,20738,32770,38.76
2500806,26612,16777,61.33
2500901,8677,32621,21.01
2500902,13944,30969,31.05
2500903,17135,22802,42.91
2500904,18962,37980,33.3
2500905,20563,25383,44.75
2500906,11906,35253,25.25
2501001,17311,29831,36.72
2501002,24704,36168,40.58
2501003,30920,24817,55.47
2501004,39024,30585,56.06
2501101,22700,15661,59.17
2501102,15154,33446,31.18
2501103,16832,39589,29.83
2501104,18840,40037,32.0
2501201,21695,40411,34.93
2501301,19254,37194,34.11
2600100,34465,38630,47.15
2600200,25696,26436,49.29
2600300,31147,32515,48.93
2600400,28983,38256,43.1
2600500,24630,42597,36.64
2600600,20594,25898,44.3
2600700,33870,33838,50.02
2600801,21663,39529,35.4
2600802,15529,33324,31.79
2600900,16751,27727,37.66
2601001,23559,33803,41.07
2601002,33495,47856,41.17
2601003,18183,47834,27.54
2601004,17162,31159,35.52
2601100,33762,39244,46.25
2601200,26964,25492,51.4
2601300,25199,26075,49.15
2601400,34112,46828,42.14
2601500,40597,39549,50.65
2601600,23172,29773,43.77
2601701,23462,32786,41.71
2601702,29291,25318,53.64
2601703,28897,13768,67.73
2601704,29221,47780,37.95
2601801,26234,38547,40.5
2601802,25696,25255,50.43
2601900,26661,49436,35.04
2602000,31873,45914,40.97
2602101,20697,33874,37.93
2602102,24900,26171,48.76
2602200,16822,23191,42.04
2602300,24948,25210,49.74
2602400,30118,35646,45.8
2602500,26913,29387,47.8
2602600,24206,37731,39.08
2602701,10854,32636,24.96
2602702,19471,32225,37.66
2602703,22194,31756,41.14
2602800,18701,56670,24.81
2602901,14822,40291,26.89
2602902,13937,40241,25.72
2602903,17349,50615,25.53
2602904,33197,33059,50.1
2602905,14677,42729,25.57
2602906,13658,48563,21.95
2602907,29126,48631,37.46
2602908,33637,55587,37.7
2603001,15918,30918,33.99
2603002,18923,46902,28.75
2603003,25194,26611,48.63
2603004,31549,36662,46.25
2603005,26517,36171,42.3
2603006,30245,32475,48.22
2603100,27458,38866,41.4
2603201,21378,59496,26.43
2603202,19574,39218,33.29
2603203,30563,26482,53.58
2603204,33211,30826,51.86
2603205,19201,22315,46.25
2603206,17788,39133,31.25
2603207,25610,24699,50.91
2603208,46775,13697,77.35
2603209,36441,13260,73.32
2603210,30355,9291,76.57
2603211,35849,21023,63.03
2603212,28722,8867,76.41
2603213,22684,18385,55.23
2603300,24470,37102,39.74
2700101,23188,36110,39.1
2700200,0,1,0.0
2700201,24024,35246,40.53
2700301,18809,27545,40.58
2700401,18251,24505,42.69
2700501,16870,26701,38.72
2700600,24283,32975,42.41
2700700,21791,33206,39.62
2700800,19955,28312,41.34
2700901,15186,25744,37.1
2701001,14700,25901,36.21
2701101,11686,26622,30.51
2701200,17520,31036,36.08
2701301,10472,32924,24.13
2701302,21144,33996,38.35
2701303,10634,26092,28.95
2701401,13988,38792,26.5
2701402,13486,36168,27.16
2701501,14695,38574,27.59
2701502,18026,25499,41.42
2701503,16526,25126,39.68
2701504,17465,23643,42.49
2701505,21091,18120,53.79
2701601,9077,34870,20.65
2701602,10467,38578,21.34
2701603,15472,28497,35.19
2701604,19677,26446,42.66
2701605,12234,36150,25.29
2701606,14857,40031,27.07
2701607,16252,38507,29.68
2701608,22799,20055,53.2
2701609,20966,27526,43.24
2701610,18404,32459,36.18
2701611,18671,29571,38.7
2701701,13877,26870,34.06
2701702,12132,29794,28.94
2701703,16501,31474,34.39
2701704,8944,30318,22.78
2701800,16346,39936,29.04
2701900,11942,28210,29.74
2702001,12027,34320,25.95
2702100,20269,34850,36.77
2702200,19013,29344,39.32
2702300,16517,25200,39.59
2702400,15328,25577,37.47
2702500,23061,35934,39.09
2702600,18473,29345,38.63
2702700,19057,46147,29.23
2702800,16428,24918,39.73
2800100,27132,41835,39.34
2800200,32254,25471,55.88
2800300,24601,16622,59.68
2800400,27927,27285,50.58
2800500,26696,28010,48.8
2800600,37217,33907,52.33
2800700,26186,16351,61.56
2800800,26609,14742,64.35
2800900,19853,30240,39.63
2801001,25181,22692,52.6
2801101,41180,30789,57.22
2801300,24718,44232,35.85
2801400,21992,18222,54.69
2801500,24971,17408,58.92
2801600,38448,27599,58.21
2801700,26221,19257,57.66
2801800,34529,35508,49.3
2801900,26343,29174,47.45
2802001,19261,21524,47.23
2802002,19082,21356,47.19
2802100,26306,30678,46.16
2900100,18311,24163,43.11
2900200,19940,24077,45.3
2900300,18266,24945,42.27
2900400,20806,35079,37.23
2900501,24005,38355,38.49
2900601,21471,36353,37.13
2900700,21373,27990,43.3
2900800,20412,34754,37.0
2900901,8979,34688,20.56
2900902,21430,34618,38.24
2901000,13223,30996,29.9
2901101,39538,45111,46.71
2901102,24445,32949,42.59
2901103,16046,38503,29.42
2901104,9437,33001,22.24
2901105,25682,38134,40.24
2901200,13351,34722,27.77
2901300,26116,24751,51.34
2901400,23397,21322,52.32
2901500,16997,19501,46.57
2901600,23997,26411,47.61
2901700,20806,29576,41.3
2901801,6590,39327,14.35
2901802,13307,44306,23.1
2901803,13342,40998,24.55
2901901,27115,22888,54.23
2901902,15773,33587,31.96
2901903,35609,33618,51.44
2901904,9422,35078,21.17
2901905,10331,32624,24.05
2901906,9904,37744,20.79
2901907,18110,48820,27.06
2901908,8361,32801,20.31
2902001,33735,23393,59.05
2902002,33259,50246,39.83
2902101,14011,30131,31.74
2902102,13921,30743,31.17
2902200,24055,24398,49.65
2902300,23895,23695,50.21
2902400,23812,19523,54.95
2902500,24606,20221,54.89
2902600,24876,18676,57.12
2902701,23319,41241,36.12
2902702,28863,26184,52.43
2902703,20849,37296,35.86
2902800,28426,27792,50.56
2902900,31959,37686,45.89
3000100,23264,32932,41.4
3000200,30303,40801,42.62
3000300,20108,29946,40.17
3000400,18046,32376,35.79
3000500,26530,36954,41.79
3000600,21611,31483,40.7
3000700,22466,35038,39.07
3000800,20389,26517,43.47
3100100,19429,23567,45.19
3100200,25658,45453,36.08
3100300,16537,27585,37.48
3100400,17019,25360,40.16
3100500,16570,30460,35.23
3100600,19970,36417,35.42
3100701,14367,27637,34.2
3100702,17689,54733,24.42
3100801,31284,40133,43.8
3100802,16183,43817,26.97
3100901,21760,59329,26.83
3100902,19778,44717,30.67
3100903,24013,20648,53.77
3100904,21129,24737,46.07
3200101,20429,41621,32.92
3200102,37329,44518,45.61
3200103,17402,36691,32.17
3200200,30115,39896,43.01
3200300,28565,40500,41.36
3200401,17990,33782,34.75
3200402,26619,22560,54.13
3200403,35832,32724,52.27
3200404,21640,38881,35.76
3200405,26612,40961,39.38
3200406,32182,21574,59.87
3200407,33705,13105,72.0
3200408,32362,23716,57.71
3200409,43256,23592,64.71
3200410,18692,25299,42.49
3200411,23620,32003,42.46
3200412,28311,37532,43.0
3200413,16344,29743,35.46
3200414,18001,32879,35.38
3200415,22235,48417,31.47
3300100,24265,41055,37.15
3300201,20701,35230,37.01
3300301,17768,42232,29.61
3300401,17005,28439,37.42
3300501,14446,26555,35.23
3300601,17450,30606,36.31
3300602,10759,31050,25.73
3300603,12092,32673,27.01
3300701,14755,47029,23.88
3300801,20305,63211,24.31
3400101,27270,33266,45.05
3400102,17803,28442,38.5
3400301,15775,26335,37.46
3400302,14546,33059,30.56
3400303,20388,34858,36.9
3400304,17692,28111,38.63
3400305,10202,34721,22.71
3400306,6595,31475,17.32
3400307,11744,28700,29.04
3400308,5572,31991,14.83
3400501,27933,18160,60.6
3400502,13231,26732,33.11
3400503,40289,11545,77.73
3400504,9941,30002,24.89
3400601,24944,46120,35.1
3400602,28514,19289,59.65
3400603,22810,37878,37.59
3400604,29921,30053,49.89
3400605,23284,29072,44.47
3400800,9968,41136,19.51
3400901,15441,38749,28.49
3400902,11318,32221,26.0
3400903,12837,27053,32.18
3400904,11563,29294,28.3
3400905,13672,26423,34.1
3400906,23513,27409,46.17
3400907,19738,19144,50.76
3401001,6557,34963,15.79
3401002,8596,35396,19.54
3401003,13678,31838,30.05
3401101,13189,31002,29.85
3401102,11627,28650,28.87
3401103,16620,29484,36.05
3401104,11013,32255,25.45
3401105,9593,29346,24.64
3401106,7910,29229,21.3
3401201,15497,37092,29.47
3401202,22155,40983,35.09
3401203,20566,16645,55.27
3401204,18356,29864,38.07
3401205,12332,27223,31.18
3401401,20056,29344,40.6
3401402,19275,19766,49.37
3401403,8609,33402,20.49
3401404,7418,30012,19.82
3401405,18999,19602,49.22
3401406,37315,19217,66.01
3401407,42258,15881,72.68
3401501,13163,36971,26.26
3401502,11725,38576,23.31
3401503,10392,32188,24.41
3401504,8429,41275,16.96
3401600,15581,43154,26.53
3401700,16489,29739,35.67
3401901,14349,22847,38.58
3401902,6873,28269,19.56
3401903,11491,26429,30.3
3401904,15862,28856,35.47
3401905,29860,16391,64.56
3402001,22243,41495,34.9
3402002,14679,49919,22.72
3402003,14320,32998,30.26
3402101,29114,15757,64.88
3402102,15519,29867,34.19
3402103,26570,39444,40.25
3402104,13461,31445,29.98
3402201,18391,33849,35.2
3402202,19465,40636,32.39
3402301,26545,20795,56.07
3402302,9745,30438,24.25
3402303,16914,39407,30.03
3402401,21596,18295,54.14
3402501,18085,20838,46.46
3402601,18311,36062,33.68
3500100,27689,9158,75.15
3500200,20330,14077,59.09
3500300,26015,26387,49.65
3500400,40225,24471,62.18
3500500,25931,39115,39.87
3500600,24477,32086,43.27
3500701,22463,28430,44.14
3500702,24124,22895,51.31
3500703,13888,31334,30.71
3500704,22898,25168,47.64
3500705,25387,18141,58.32
3500706,26306,13527,66.04
3500800,25947,23984,51.97
3500900,40178,25701,60.99
3501001,22489,16274,58.02
3501002,28781,17473,62.22
3501100,25029,23502,51.57
3600100,21321,21005,50.37
3600200,31922,40037,44.36
3600300,23353,31230,42.78
3600306,115,73,61.17
3600400,0,2,0.0
3600401,20621,23814,46.41
3600402,31327,35360,46.98
3600403,18115,22678,44.41
3600500,25168,34719,42.03
3600600,22522,24420,47.98
3600701,40403,23162,63.56
3600702,19306,34227,36.06
3600703,24942,42706,36.87
3600704,18991,26665,41.6
3600800,27077,35698,43.13
3600901,20126,38902,34.1
3600902,28869,20805,58.12
3600903,28034,15062,65.05
3600904,24004,30527,44.02
3600905,15306,27776,35.53
3600906,17965,51396,25.9
3601000,23796,32451,42.31
3601101,23304,23830,49.44
3601102,18902,24938,43.12
3601201,17927,29718,37.63
3601202,15695,39461,28.46
3601203,15327,32515,32.04
3601204,25139,43140,36.82
3601205,44946,19043,70.24
3601206,34369,24201,58.68
3601207,23631,47748,33.11
3601300,27143,43994,38.16
3601500,19398,25227,43.47
3601600,18289,23486,43.78
3601700,27044,39866,40.42
3601801,13168,37484,26.0
3601802,16164,33410,32.61
3601900,26389,40043,39.72
3602001,26924,20689,56.55
3602002,24876,59681,29.42
3602100,18793,24992,42.92
3602201,26011,30360,46.14
3602204,31674,37428,45.84
3602300,17831,26638,40.1
3602403,25524,29959,46.0
3602404,20341,28186,41.92
3602500,24734,25516,49.22
3602600,28661,24646,53.77
3602701,21267,26818,44.23
3602702,22236,37257,37.38
3602803,15532,28829,35.01
3602804,20198,38628,34.34
3602805,15938,34227,31.77
3602901,17720,29196,37.77
3602902,16830,30238,35.76
3602903,18045,25618,41.33
3603001,11297,23180,32.77
3603002,11189,27011,29.29
3603003,17595,11920,59.61
3603102,17477,36709,32.25
3603103,10594,39911,20.98
3603110,12822,39421,24.54
3603111,11775,31887,26.97
3603112,43213,38648,52.79
3603113,16969,28706,37.15
3603114,14203,29201,32.72
3603201,8137,33982,19.32
3603202,12209,26533,31.51
3603203,9118,25217,26.56
3603204,12661,27201,31.76
3603205,12817,24042,34.77
3603206,23208,18928,55.08
3603207,10776,27124,28.43
3603208,8582,28994,22.84
3603209,7106,29231,19.56
3603210,10938,25491,30.03
3603211,13668,25548,34.85
3603212,12810,24840,34.02
3603301,8556,26069,24.71
3603302,7784,27711,21.93
3603303,8176,33557,19.59
3603304,9467,30894,23.46
3603305,18086,43194,29.51
3603306,16245,27971,36.74
3603307,15720,31348,33.4
3603308,12087,23038,34.41
3603309,11224,25356,30.68
3603310,17788,11916,59.88
3603311,9185,25934,26.15
3603312,9721,24859,28.11
3603313,14460,22402,39.23
3604103,34836,32404,51.81
3604104,20597,41369,33.24
3604107,28900,74543,27.94
3604108,22885,78870,22.49
3604109,21266,18624,53.31
3604110,34375,20709,62.4
3604111,34121,17759,65.77
3604112,49400,26844,64.79
3604121,16466,58181,22.06
3604165,27255,78180,25.85
3604204,43890,10118,81.27
3604205,38939,7129,84.53
3604207,40772,13480,75.15
3604208,21490,17643,54.92
3604209,46278,18371,71.58
3604210,25758,27631,48.25
3604211,29950,16422,64.59
3604212,30051,23227,56.4
3604221,47111,9162,83.72
3604263,54906,10741,83.64
3604301,36514,45402,44.57
3604302,17310,40371,30.01
3604303,35772,25447,58.43
3604304,24476,15109,61.83
3604305,47863,24693,65.97
3604306,14591,36235,28.71
3604307,23824,15490,60.6
3604308,24506,23420,51.13
3604309,23793,18067,56.84
3604310,19052,25059,43.19
3604311,47174,22515,67.69
3604312,38563,19261,66.69
3604313,30840,15964,65.89
3604314,36907,26956,57.79
3604315,36723,26349,58.22
3604316,26275,10838,70.8
3604317,36471,21838,62.55
3604318,33802,34353,49.6
3604401,35541,40028,47.03
3604402,25854,27924,48.08
3604403,30892,17328,64.06
3604404,37169,16625,69.1
3604405,32105,29239,52.34
3604406,22826,31397,42.1
3604407,53005,41300,56.21
3604408,29465,26777,52.39
3604409,25484,19381,56.8
3604410,24212,18212,57.07
3604411,19926,24510,44.84
3604412,51198,28936,63.89
3604413,26908,36638,42.34
3604414,27307,19627,58.18
3604501,32123,30646,51.18
3604502,18850,28391,39.9
3604503,20337,40414,33.48
3700100,27366,27550,49.83
3700200,33651,27579,54.96
3700300,29537,28861,50.58
3700400,22479,24216,48.14
3700500,21844,20271,51.87
3700600,27021,16745,61.74
3700700,21578,27363,44.09
3700800,28104,37632,42.75
3700900,28978,27792,51.04
3701001,30156,27924,51.92
3701101,28127,35347,44.31
3701201,23458,36648,39.03
3701202,21768,42678,33.78
3701203,11723,38791,23.21
3701204,18884,31724,37.31
3701205,15869,35758,30.74
3701206,9853,43904,18.33
3701207,12268,42561,22.38
3701208,8970,44666,16.72
3701301,24426,58567,29.43
3701302,25144,30504,45.18
3701400,19312,36612,34.53
3701500,23036,32362,41.58
3701600,27527,41925,39.63
3701701,20915,36580,36.38
3701702,27234,23401,53.78
3701703,15799,35415,30.85
3701704,25779,27358,48.51
3701801,23290,21021,52.56
3701802,28340,25209,52.92
3701803,21232,36682,36.66
3701900,18277,25149,42.09
3702000,22430,24127,48.18
3702100,25264,29341,46.27
3702201,19248,31646,37.82
3702202,18651,28379,39.66
3702300,23950,23580,50.39
3702400,27068,28438,48.77
3702500,25391,37231,40.55
3702600,29195,25751,53.13
3702700,24482,32080,43.28
3702800,28828,35482,44.83
3702900,20339,41862,32.7
3703001,21175,22158,48.87
3703002,23806,26796,47.05
3703101,21749,41063,34.63
3703102,26567,21153,55.67
3703103,21938,26238,45.54
3703104,12697,53105,19.3
3703105,18616,35232,34.57
3703106,14951,54256,21.6
3703107,17691,35431,33.3
3703108,13951,43356,24.34
3703200,21104,34992,37.62
3703300,17730,24177,42.31
3703400,27555,29590,48.22
3703500,32105,34298,48.35
3703600,24852,31181,44.35
3703700,21548,32113,40.16
3703800,23221,26536,46.67
3703900,24956,16425,60.31
3704000,24322,22611,51.82
3704101,23495,21725,51.96
3704200,36503,39064,48.31
